epoch,accuracy,loss,lr,precision_2,recall_2,val_accuracy,val_loss,val_precision_2,val_recall_2
0,0.20897284150123596,2.5712928771972656,0.001,0.2472783774137497,0.0938606858253479,0.12860892713069916,5.183887004852295,0.13276836276054382,0.12335958331823349
1,0.29456907510757446,2.126904010772705,0.0009997532,0.375557541847229,0.12426210194826126,0.16797900199890137,2.2017741203308105,0.32710281014442444,0.09186352044343948
2,0.33854782581329346,1.9348872900009155,0.0009990133,0.4220532178878784,0.13105076551437378,0.15223097801208496,2.327465534210205,0.2448979616165161,0.09448818862438202
3,0.36835891008377075,1.7926723957061768,0.0009977809,0.49701789021492004,0.14757969975471497,0.09711286425590515,3.1171751022338867,0.1344086080789566,0.06561680138111115
4,0.3996458053588867,1.6690963506698608,0.0009960573,0.5444744229316711,0.17886659502983093,0.1312336027622223,5.285517692565918,0.12835821509361267,0.11286089569330215
5,0.4268004596233368,1.5971530675888062,0.0009938441,0.5784563422203064,0.20129869878292084,0.14960630238056183,2.970799207687378,0.18803419172763824,0.057742781937122345
6,0.4394923150539398,1.5276445150375366,0.0009911436,0.5939730405807495,0.22107438743114471,0.1627296656370163,3.2743051052093506,0.16731517016887665,0.11286089569330215
7,0.4477567970752716,1.5222965478897095,0.0009879584,0.6022186875343323,0.2243211269378662,0.11023622006177902,4.420958995819092,0.1111111119389534,0.10761155188083649
8,0.4569067358970642,1.519901156425476,0.0009842915,0.6249008774757385,0.2325855940580368,0.13648293912410736,3.8468539714813232,0.071856290102005,0.031496062874794006
9,0.4616292715072632,1.4821419715881348,0.0009801468,0.6328244209289551,0.24468712508678436,0.31496062874794006,1.8910117149353027,0.37142857909202576,0.1706036776304245
10,0.47048404812812805,1.4534392356872559,0.00097552827,0.6281296014785767,0.251770943403244,0.2099737524986267,2.041966676712036,0.32307693362236023,0.05511811003088951
11,0.47786304354667664,1.4400019645690918,0.0009704404,0.6524389982223511,0.2526564300060272,0.21259842813014984,2.7578611373901367,0.2178770899772644,0.10236220806837082
12,0.48229044675827026,1.4282605648040771,0.00096488826,0.6370629668235779,0.2688902020454407,0.21259842813014984,2.472691059112549,0.24255318939685822,0.14960630238056183
13,0.5,1.3747587203979492,0.0009588773,0.6697860956192017,0.295749694108963,0.16797900199890137,3.328361988067627,0.2178770899772644,0.10236220806837082
14,0.503541886806488,1.386824369430542,0.00095241354,0.6688567399978638,0.3004722595214844,0.31496062874794006,1.956310510635376,0.4761904776096344,0.05249343812465668
15,0.5050176978111267,1.3672316074371338,0.00094550324,0.6616979837417603,0.3013577461242676,0.12598425149917603,6.724653720855713,0.11526479572057724,0.09711286425590515
16,0.5109208822250366,1.3597915172576904,0.00093815336,0.6692456603050232,0.3063754439353943,0.2020997405052185,3.144380569458008,0.16774193942546844,0.06824146956205368
17,0.5374852418899536,1.3072021007537842,0.000930371,0.6980661153793335,0.33028334379196167,0.08398950099945068,8.640189170837402,0.0872092992067337,0.07874015718698502
18,0.5212514996528625,1.331687569618225,0.00092216395,0.6707921028137207,0.3199527859687805,0.07086614519357681,10.095409393310547,0.0731707289814949,0.07086614519357681
19,0.530106246471405,1.3068218231201172,0.0009135403,0.6816502213478088,0.32674142718315125,0.24934382736682892,3.615879535675049,0.2387387454509735,0.1391076147556305
20,0.53925621509552,1.262587070465088,0.0009045085,0.6760233640670776,0.3412042558193207,0.21522310376167297,4.792102336883545,0.2469135820865631,0.15748031437397003
21,0.5360094308853149,1.264384388923645,0.0008950775,0.6994117498397827,0.35094451904296875,0.46194225549697876,1.6127989292144775,0.6127451062202454,0.32808399200439453
22,0.5640496015548706,1.2101610898971558,0.0008852566,0.7094594836235046,0.3719008266925812,0.22834645211696625,2.3489036560058594,0.28921568393707275,0.1548556387424469
23,0.5513577461242676,1.2018330097198486,0.00087505556,0.7014293074607849,0.3910861909389496,0.3937007784843445,1.944544792175293,0.5159574747085571,0.254593163728714
24,0.5640496015548706,1.19635808467865,0.0008644843,0.7164750695228577,0.3863636255264282,0.4251968562602997,1.699048638343811,0.5941176414489746,0.2650918662548065
25,0.557851254940033,1.2129160165786743,0.0008535534,0.7171717286109924,0.3772136867046356,0.4015747904777527,1.622940182685852,0.5789473652839661,0.14435695111751556
26,0.5590319037437439,1.1903162002563477,0.0008422735,0.7146017551422119,0.3813459277153015,0.18897637724876404,6.4077229499816895,0.1975308656692505,0.16797900199890137
27,0.5711334347724915,1.1459938287734985,0.0008306559,0.7234828472137451,0.4046635329723358,0.3648293912410736,2.020779848098755,0.4396551847457886,0.13385826349258423
28,0.569362461566925,1.171982765197754,0.000818712,0.725239634513855,0.4020070731639862,0.4173228442668915,1.7363580465316772,0.5314285755157471,0.24409449100494385
29,0.5699527859687805,1.1567473411560059,0.0008064535,0.7073042392730713,0.39728453755378723,0.3333333432674408,3.4377663135528564,0.34239131212234497,0.16535432636737823
30,0.5953364968299866,1.1007921695709229,0.0007938926,0.7327975630760193,0.43063753843307495,0.25984251499176025,7.093745708465576,0.2738095223903656,0.24146981537342072
31,0.6027154922485352,1.089287281036377,0.0007810417,0.7359412908554077,0.4442148804664612,0.5826771855354309,1.1978800296783447,0.7038626670837402,0.43044620752334595
32,0.5838252902030945,1.093481421470642,0.0007679134,0.7352210879325867,0.4368358850479126,0.24934382736682892,4.961275100708008,0.15789473056793213,0.09448818862438202
33,0.6050767302513123,1.0637500286102295,0.0007545207,0.7403156161308289,0.4569067358970642,0.49868765473365784,1.4527103900909424,0.6734693646430969,0.34645670652389526
34,0.6059622168540955,1.0832003355026245,0.0007408768,0.7485148310661316,0.44628098607063293,0.3097112774848938,3.0041866302490234,0.34437087178230286,0.2729658782482147
35,0.5979928970336914,1.0681554079055786,0.00072699523,0.7284736037254333,0.4394923150539398,0.4356955289840698,1.736549973487854,0.5099601745605469,0.33595800399780273
36,0.6201298832893372,1.0406701564788818,0.00071288965,0.7492890954017639,0.4666469991207123,0.5275590419769287,1.2979687452316284,0.649289071559906,0.35958003997802734
37,0.6189492344856262,1.0294978618621826,0.00069857395,0.7611084580421448,0.4701889157295227,0.3963254690170288,1.9134979248046875,0.4624505937099457,0.30708661675453186
38,0.6221959590911865,1.0294088125228882,0.00068406225,0.7560975551605225,0.4757969379425049,0.5170603394508362,1.4058831930160522,0.7010309100151062,0.3569553792476654
39,0.6298701167106628,1.0040861368179321,0.00066936895,0.7643954157829285,0.4701889157295227,0.16797900199890137,7.725728988647461,0.17094017565250397,0.15748031437397003
40,0.6216056942939758,1.0506168603897095,0.0006545085,0.7460756897926331,0.47697755694389343,0.4094488322734833,1.7828489542007446,0.4644549787044525,0.2572178542613983
41,0.6301652789115906,1.0026713609695435,0.00063949556,0.7638376355171204,0.48878395557403564,0.4881889820098877,1.476110577583313,0.6206896305084229,0.3779527544975281
42,0.6422668099403381,0.975632905960083,0.0006243449,0.7700942754745483,0.5061983466148376,0.45406824350357056,1.5354939699172974,0.560869574546814,0.3385826647281647
43,0.6478748321533203,0.9698633551597595,0.00060907163,0.7651821970939636,0.5020661354064941,0.5065616965293884,1.306962251663208,0.6413502097129822,0.39895012974739075
