epoch,accuracy,loss,lr,precision_4,recall_4,val_accuracy,val_loss,val_precision_4,val_recall_4
0,0.7145808935165405,0.7960457801818848,1e-04,0.7742837071418762,0.654073178768158,0.5249344110488892,1.9323078393936157,0.556851327419281,0.5013123154640198
1,0.7470483779907227,0.6973481178283691,1e-04,0.8065080642700195,0.6803423762321472,0.5826771855354309,1.2512853145599365,0.6169590353965759,0.5538057684898376
2,0.7747933864593506,0.6046322584152222,1e-04,0.8411885499954224,0.7269775867462158,0.7007874250411987,1.1926066875457764,0.7183098793029785,0.6692913174629211
3,0.7972254753112793,0.5761190056800842,1e-04,0.8486069440841675,0.7461629509925842,0.5800524950027466,2.1742100715637207,0.5905292630195618,0.556430459022522
4,0.8131641149520874,0.547431230545044,1e-04,0.8534595370292664,0.771841824054718,0.6587926745414734,1.394282341003418,0.6864407062530518,0.6377952694892883
5,0.8211334347724915,0.4961818754673004,1e-04,0.8617331981658936,0.7836481928825378,0.7401574850082397,0.9814993143081665,0.7540983557701111,0.7244094610214233
6,0.8423848748207092,0.4683608114719391,1e-04,0.8788368105888367,0.8028335571289062,0.7690288424491882,0.8259703516960144,0.7829670310020447,0.748031497001648
7,0.8651121854782104,0.3862661123275757,1e-04,0.8920795321464539,0.8344155550003052,0.8188976645469666,0.5584490895271301,0.8399999737739563,0.7716535329818726
8,0.8654073476791382,0.37471047043800354,1e-04,0.8939058780670166,0.8355962038040161,0.7742782235145569,0.7150111794471741,0.7913278937339783,0.7664042115211487
9,0.8848878145217896,0.333164244890213,1e-04,0.908695638179779,0.8636363744735718,0.76115483045578,0.7221609354019165,0.7829670310020447,0.748031497001648
10,0.8816410899162292,0.3268342614173889,1e-04,0.9088923335075378,0.8597992658615112,0.7637795209884644,0.8276705741882324,0.7804877758026123,0.7559055089950562
11,0.8902007341384888,0.30873197317123413,1e-04,0.9137181639671326,0.8689492344856262,0.808398962020874,0.6911359429359436,0.8167116045951843,0.7952755689620972
12,0.9182408452033997,0.2351156324148178,5e-05,0.9371146559715271,0.8972845077514648,0.8031495809555054,0.6432092785835266,0.8209366202354431,0.7821522355079651
13,0.9300472140312195,0.2050219476222992,5e-05,0.9451720714569092,0.9158795475959778,0.8372703194618225,0.527970016002655,0.8478260636329651,0.8188976645469666
14,0.9409680962562561,0.17305827140808105,5e-05,0.952453076839447,0.9282762408256531,0.8188976645469666,0.5465371608734131,0.8346883654594421,0.808398962020874
