epoch,accuracy,loss,lr,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.19067296385765076,10.167190551757812,0.001,0.17570281028747559,0.05165289342403412,0.1942257285118103,21.990615844726562,0.19473683834075928,0.1942257285118103
1,0.19332939386367798,2.1905806064605713,0.001,0.0,0.0,0.07349081337451935,22.94252586364746,0.07180850952863693,0.07086614519357681
2,0.19244392216205597,2.1750850677490234,0.001,0.0,0.0,0.1391076147556305,18.967191696166992,0.13793103396892548,0.13648293912410736
3,0.1936245560646057,2.1634581089019775,0.001,0.0,0.0,0.1312336027622223,12.344067573547363,0.13293051719665527,0.11548556387424469
4,0.1936245560646057,2.15946102142334,0.001,0.0,0.0,0.08661417663097382,4.956524848937988,0.06802721321582794,0.02624671906232834
5,0.19391971826553345,2.1516194343566895,0.001,0.0,0.0,0.13385826349258423,2.523052930831909,0.0,0.0
6,0.19332939386367798,2.1482579708099365,0.001,0.0,0.0,0.18110236525535583,2.166433572769165,0.0,0.0
7,0.19332939386367798,2.148137092590332,0.001,0.5,0.00029515937785618007,0.18897637724876404,2.1519479751586914,0.0,0.0
8,0.1936245560646057,2.144378662109375,0.001,0.0,0.0,0.1942257285118103,2.1445672512054443,0.0,0.0
9,0.19391971826553345,2.143728494644165,0.001,0.0,0.0,0.1942257285118103,2.1436333656311035,0.0,0.0
10,0.19244392216205597,2.1435723304748535,0.001,0.0,0.0,0.1942257285118103,2.142885446548462,0.0,0.0
11,0.1918535977602005,2.143869400024414,0.001,0.0,0.0,0.1391076147556305,3.477602243423462,0.13698630034923553,0.02624671906232834
12,0.19421488046646118,2.1426501274108887,0.001,0.0,0.0,0.13385826349258423,2.584766387939453,0.0,0.0
13,0.19391971826553345,2.142347812652588,0.001,0.0,0.0,0.15748031437397003,2.279517412185669,0.0,0.0
14,0.19451004266738892,2.140890598297119,0.001,0.0,0.0,0.1784776896238327,2.1961374282836914,0.0,0.0
15,0.19451004266738892,2.1415226459503174,0.001,0.0,0.0,0.18110236525535583,2.1853137016296387,0.0,0.0
16,0.1927390843629837,2.142038345336914,0.0005,0.0,0.0,0.18110236525535583,2.1826651096343994,0.0,0.0
17,0.19451004266738892,2.140737771987915,0.0005,0.0,0.0,0.16010499000549316,2.340393304824829,0.0,0.0
18,0.19303423166275024,2.142455816268921,0.0005,0.0,0.0,0.1706036776304245,2.2111072540283203,0.0,0.0
19,0.19332939386367798,2.144684076309204,0.0005,0.5,0.00029515937785618007,0.18110236525535583,2.1614317893981934,0.0,0.0
20,0.19421488046646118,2.143310785293579,0.0005,0.0,0.0,0.1627296656370163,2.2475998401641846,0.0,0.0
